name,focal x,focal y,principal x,principal y,"rot matrix 0,0","rot matrix 0,1","rot matrix 0,2","rot matrix 1,0","rot matrix 1,1","rot matrix 1,2","rot matrix 2,0","rot matrix 2,1","rot matrix 2,2",x_translation,y_translation,z_translation
genim_batch_3_1.png,1279.2800083806003,1327.1083787461712,840.8083503573803,738.1809398591747,0.9925975374255279,0.10642501772429241,0.058513624901914724,-0.16074375196244628,0.9685263224625329,0.21980478386117064,-0.033279257921894206,-0.2250121736697505,0.9737874576582829,41.40721095130707,13.379355398258063,-3.786384480050078
genim_batch_3_2.png,1279.2800083806003,1327.1083787461712,840.8083503573803,738.1809398591747,0.9768836590274981,-0.09467988783883334,-0.19166125211913052,0.286503566934541,0.9941184336825831,-0.07002833769262054,0.19716425891258993,0.05257621754475892,0.9789596500143075,8.174282351422727,-3.8901788193708424,7.244831326032787
genim_batch_3_3.png,1279.2800083806003,1327.1083787461712,840.8083503573803,738.1809398591747,0.9835399222669995,0.1307253962126564,-0.12474009817243498,-0.008080385108017549,0.9874666295965274,-0.07210805594358696,0.1137503301345245,0.08843373914021092,0.9895657311042899,24.88914614271135,16.764290853516854,-4.130249911215358
genim_batch_3_4.png,1279.2800083806003,1327.1083787461712,840.8083503573803,738.1809398591747,0.9727815861481306,-0.23172310341011945,0.0006236963285657715,0.23094228831753627,0.9720544209015287,0.03881205418305947,-0.009599916418502658,-0.0376112503351959,0.9992463337200598,3.7552899438613734,-6.718292183561714,16.100892702220985
genim_batch_3_5.png,1279.2800083806003,1327.1083787461712,840.8083503573803,738.1809398591747,0.9916980431128549,0.12829078864169802,-0.00874441740913709,-0.1192221278334104,0.9884998870437273,0.08185043926186263,0.019144513024768973,-0.08005902112959871,0.9966062616484079,-11.77984003531998,-9.905915713215386,-4.0699286965066515
genim_batch_3_6.png,1279.2800083806003,1327.1083787461712,840.8083503573803,738.1809398591747,0.9737392068478448,0.22370124306312952,-0.042304974876965426,-0.17215196091456159,0.9153223822102284,-0.33414188493778924,-0.036025264636312795,0.3348771274318434,0.941572880785593,11.320450498678657,6.948549085193995,11.897025007790168
genim_batch_3_7.png,1279.2800083806003,1327.1083787461712,840.8083503573803,738.1809398591747,0.9994566298243379,-0.030594076079051048,0.012265708664633918,0.01822885011646052,0.9936279720954808,-0.10814731873274948,-0.00887888392969905,0.10847790364074848,0.994059208418629,-6.378150365251001,7.252676512287175,0.15951887354287242
genim_batch_3_8.png,1279.2800083806003,1327.1083787461712,840.8083503573803,738.1809398591747,0.9415863511494962,-0.0992828532175965,-0.3218043790658402,0.42487887230044363,0.9947138243808387,-0.007165983450341419,0.3208147238861429,-0.026216838913557,0.9467790609721144,-8.024970253661508,-1.2181641155250222,-3.817373800830848
genim_batch_3_9.png,1279.2800083806003,1327.1083787461712,840.8083503573803,738.1809398591747,0.9797702654559475,-0.08069119224654947,0.18313699359280924,-0.09879772644549735,0.9830401480736133,0.17703260747058938,-0.1943159894625488,-0.16468454320074807,0.9670161826308552,-1.6350107766411845,2.083970928726729,-6.6227171850032915
genim_batch_3_10.png,1279.2800083806003,1327.1083787461712,840.8083503573803,738.1809398591747,0.9921110659703042,0.12382836914837156,0.019549111829473814,-0.142199709458739,0.98531365256957,-0.12088479151042557,-0.03423097336876674,0.11757355593017976,0.9924740295887644,23.84586286468953,-5.6406472238260035,-1.2154762437078517
genim_batch_3_11.png,1352.2378663716197,2170.291940156609,1220.6573200128512,433.1612355286092,0.9636024589467262,-0.2580083955486401,-0.07001406243205081,0.3231748632686443,0.9592855567674674,-0.13718234729761952,0.10255767618553722,0.11490382240703002,0.9880683350111349,-15.552719519032843,-3.038601970476878,-14.440344905782963
genim_batch_3_12.png,1352.2378663716197,2170.291940156609,1220.6573200128512,433.1612355286092,0.9797563009315939,0.19348659784569475,-0.051386060745480897,-0.140620729936417,0.9644338975549195,0.19326236146029876,0.08695213565533612,-0.1800838518610857,0.9798005574625127,17.48898679990028,20.59181506537028,-6.108119265844439
